,game_id,game_title,user_id,play_time
67,9,Euro Truck Simulator 2,129300430,17.8
68,9,Euro Truck Simulator 2,30246419,30.0
69,9,Euro Truck Simulator 2,127272741,1.3
70,9,Euro Truck Simulator 2,9946133,5.1
71,9,Euro Truck Simulator 2,113124720,38.0
72,9,Euro Truck Simulator 2,177827103,15.5
73,9,Euro Truck Simulator 2,110107925,6.2
74,9,Euro Truck Simulator 2,108595389,3.2
75,9,Euro Truck Simulator 2,96400571,5.2
76,9,Euro Truck Simulator 2,133422169,112.0
77,9,Euro Truck Simulator 2,170947678,126.0
78,9,Euro Truck Simulator 2,45617627,2.5
79,9,Euro Truck Simulator 2,112986636,9.9
80,9,Euro Truck Simulator 2,71510748,5.4
81,9,Euro Truck Simulator 2,7907686,5.5
82,9,Euro Truck Simulator 2,27279261,0.8
83,9,Euro Truck Simulator 2,175128094,101.0
84,9,Euro Truck Simulator 2,172434236,41.0
85,9,Euro Truck Simulator 2,131610144,18.8
86,9,Euro Truck Simulator 2,17530772,25.0
87,9,Euro Truck Simulator 2,165101762,18.2
88,9,Euro Truck Simulator 2,155042139,3.0
89,9,Euro Truck Simulator 2,97614578,5.7
90,9,Euro Truck Simulator 2,17567828,10.3
91,9,Euro Truck Simulator 2,88775181,36.0
92,9,Euro Truck Simulator 2,128651888,19.9
93,9,Euro Truck Simulator 2,203800963,70.0
94,9,Euro Truck Simulator 2,118852041,3.5
95,9,Euro Truck Simulator 2,131348564,0.8
96,9,Euro Truck Simulator 2,273082868,10.6
97,9,Euro Truck Simulator 2,62990992,2.1
98,9,Euro Truck Simulator 2,133228469,1.3
99,9,Euro Truck Simulator 2,146762928,20.0
100,9,Euro Truck Simulator 2,199236587,71.0
101,9,Euro Truck Simulator 2,197385611,296.0
102,9,Euro Truck Simulator 2,46028967,0.7
103,9,Euro Truck Simulator 2,156748261,6.0
104,9,Euro Truck Simulator 2,80239919,66.0
105,9,Euro Truck Simulator 2,132748085,41.0
106,9,Euro Truck Simulator 2,197190654,19.2
107,9,Euro Truck Simulator 2,191979928,1.4
108,9,Euro Truck Simulator 2,159371621,32.0
109,9,Euro Truck Simulator 2,124725852,11.4
110,9,Euro Truck Simulator 2,231026651,5.2
111,9,Euro Truck Simulator 2,14962163,111.0
112,9,Euro Truck Simulator 2,145512685,198.0
113,9,Euro Truck Simulator 2,205035443,5.6
114,9,Euro Truck Simulator 2,45592640,120.0
115,9,Euro Truck Simulator 2,67834115,0.5
116,9,Euro Truck Simulator 2,182426216,48.0
117,9,Euro Truck Simulator 2,306950369,0.6
118,9,Euro Truck Simulator 2,194641575,14.9
119,9,Euro Truck Simulator 2,155919035,4.1
120,9,Euro Truck Simulator 2,176645108,23.0
121,9,Euro Truck Simulator 2,72627862,0.2
122,9,Euro Truck Simulator 2,27545486,77.0
123,9,Euro Truck Simulator 2,185842825,123.0
124,9,Euro Truck Simulator 2,182771524,58.0
125,9,Euro Truck Simulator 2,163162333,178.0
126,9,Euro Truck Simulator 2,80494893,1.3
127,9,Euro Truck Simulator 2,116876958,19.7
128,9,Euro Truck Simulator 2,197620904,56.0
129,9,Euro Truck Simulator 2,187463594,27.0
130,9,Euro Truck Simulator 2,186040249,23.0
131,9,Euro Truck Simulator 2,12144171,21.0
132,9,Euro Truck Simulator 2,131463112,3.5
133,9,Euro Truck Simulator 2,210283973,192.0
134,9,Euro Truck Simulator 2,180206904,137.0
135,9,Euro Truck Simulator 2,132300630,0.4
136,9,Euro Truck Simulator 2,201495555,12.1
137,9,Euro Truck Simulator 2,71777065,0.4
138,9,Euro Truck Simulator 2,10253354,5.0
139,9,Euro Truck Simulator 2,302482376,9.3
140,9,Euro Truck Simulator 2,176223416,621.0
141,9,Euro Truck Simulator 2,143877335,37.0
142,9,Euro Truck Simulator 2,172518437,25.0
143,9,Euro Truck Simulator 2,161623464,132.0
144,9,Euro Truck Simulator 2,181002117,84.0
145,9,Euro Truck Simulator 2,78309377,1.1
146,9,Euro Truck Simulator 2,61070572,4.5
147,9,Euro Truck Simulator 2,180501401,4.4
148,9,Euro Truck Simulator 2,58905429,2.3
149,9,Euro Truck Simulator 2,81591317,4.4
150,9,Euro Truck Simulator 2,148362155,75.0
151,9,Euro Truck Simulator 2,109173829,2.9
152,9,Euro Truck Simulator 2,69954842,0.9
153,9,Euro Truck Simulator 2,159800136,6.0
154,9,Euro Truck Simulator 2,117022366,134.0
155,9,Euro Truck Simulator 2,100096071,156.0
156,9,Euro Truck Simulator 2,58289184,49.0
157,9,Euro Truck Simulator 2,152419713,11.4
158,9,Euro Truck Simulator 2,212456283,34.0
159,9,Euro Truck Simulator 2,66596291,5.4
160,9,Euro Truck Simulator 2,74764496,7.8
161,9,Euro Truck Simulator 2,212078557,21.0
162,9,Euro Truck Simulator 2,153076975,1.8
163,9,Euro Truck Simulator 2,227929763,39.0
164,9,Euro Truck Simulator 2,150033540,5.4
165,9,Euro Truck Simulator 2,178003047,16.1
166,9,Euro Truck Simulator 2,79319075,2.1
167,9,Euro Truck Simulator 2,285869008,3.0
168,9,Euro Truck Simulator 2,156407373,80.0
169,9,Euro Truck Simulator 2,94229851,75.0
170,9,Euro Truck Simulator 2,154230723,0.7
171,15,Garry's Mod,151603712,0.1
172,15,Garry's Mod,126340495,10.2
173,15,Garry's Mod,92107940,40.0
174,15,Garry's Mod,226212066,10.8
175,15,Garry's Mod,11373749,1.3
176,15,Garry's Mod,164543231,105.0
177,15,Garry's Mod,202092286,7.6
178,15,Garry's Mod,57103808,11.5
179,15,Garry's Mod,248444377,213.0
180,15,Garry's Mod,100519466,188.0
181,15,Garry's Mod,168031436,4.8
182,15,Garry's Mod,162543176,20.0
183,15,Garry's Mod,19586574,12.2
184,15,Garry's Mod,170491009,55.0
185,15,Garry's Mod,150751526,46.0
186,15,Garry's Mod,130280718,16.2
187,15,Garry's Mod,303326013,29.0
188,15,Garry's Mod,136021775,19.6
189,15,Garry's Mod,42928788,20.0
190,15,Garry's Mod,144347801,70.0
191,15,Garry's Mod,86338111,60.0
192,15,Garry's Mod,111316830,1.8
193,15,Garry's Mod,92914917,2.4
194,15,Garry's Mod,20200395,0.4
195,15,Garry's Mod,65958466,19.8
196,15,Garry's Mod,304222866,1.6
197,15,Garry's Mod,157469247,80.0
198,15,Garry's Mod,44866715,21.0
199,15,Garry's Mod,106760673,38.0
200,15,Garry's Mod,262861632,7.2
201,15,Garry's Mod,109201849,3.2
202,15,Garry's Mod,43913966,12.1
203,15,Garry's Mod,198105109,22.0
204,15,Garry's Mod,87071236,11.6
205,15,Garry's Mod,182399789,16.5
206,15,Garry's Mod,64787956,35.0
207,15,Garry's Mod,44482198,10.3
208,15,Garry's Mod,138570935,46.0
209,15,Garry's Mod,102825821,1.4
210,15,Garry's Mod,160427210,134.0
211,15,Garry's Mod,260320188,22.0
212,15,Garry's Mod,137508279,110.0
213,15,Garry's Mod,52907921,30.0
214,15,Garry's Mod,130324181,15.0
215,15,Garry's Mod,231029951,4.2
216,15,Garry's Mod,172666220,135.0
217,15,Garry's Mod,106170243,81.0
218,15,Garry's Mod,248532700,0.3
219,15,Garry's Mod,146999982,22.0
220,15,Garry's Mod,78341587,0.4
221,15,Garry's Mod,90541290,66.0
222,15,Garry's Mod,48028873,31.0
223,15,Garry's Mod,57433226,1371.0
224,15,Garry's Mod,131940023,0.5
225,15,Garry's Mod,93413084,70.0
226,15,Garry's Mod,24366790,0.4
227,15,Garry's Mod,216025815,0.2
228,15,Garry's Mod,193156880,43.0
229,15,Garry's Mod,107377573,26.0
230,15,Garry's Mod,23492094,8.2
231,15,Garry's Mod,132180557,1.3
232,15,Garry's Mod,115037563,22.0
233,15,Garry's Mod,249626280,13.5
234,15,Garry's Mod,112110682,50.0
235,15,Garry's Mod,106147454,54.0
236,15,Garry's Mod,233277671,5.0
237,15,Garry's Mod,152861732,129.0
238,15,Garry's Mod,32749624,4.0
239,15,Garry's Mod,93644606,170.0
240,15,Garry's Mod,234108053,29.0
241,15,Garry's Mod,163237086,37.0
242,15,Garry's Mod,141873792,1.8
243,15,Garry's Mod,176539817,56.0
244,15,Garry's Mod,223324734,1.8
245,15,Garry's Mod,37827989,114.0
246,15,Garry's Mod,249570072,3.0
247,15,Garry's Mod,205029231,168.0
248,15,Garry's Mod,13565651,11.4
249,15,Garry's Mod,35729292,0.8
250,15,Garry's Mod,77830706,71.0
251,15,Garry's Mod,169964396,7.0
252,15,Garry's Mod,35009482,193.0
253,15,Garry's Mod,136135322,8.8
254,15,Garry's Mod,300620379,11.4
255,15,Garry's Mod,194670621,197.0
256,15,Garry's Mod,81585721,69.0
257,15,Garry's Mod,86733992,88.0
258,15,Garry's Mod,76420334,19.8
259,15,Garry's Mod,69009454,2.4
260,15,Garry's Mod,197363488,10.0
261,15,Garry's Mod,211544205,44.0
262,15,Garry's Mod,45974860,11.1
263,15,Garry's Mod,66950079,44.0
264,15,Garry's Mod,182422786,29.0
265,15,Garry's Mod,105736077,23.0
266,15,Garry's Mod,105877396,21.0
267,15,Garry's Mod,98649241,356.0
268,15,Garry's Mod,199693353,21.0
269,15,Garry's Mod,243664576,5.4
270,15,Garry's Mod,24469287,0.9
271,15,Garry's Mod,119368216,111.0
272,15,Garry's Mod,212466515,2.4
273,15,Garry's Mod,11403772,15.8
274,15,Garry's Mod,82046939,64.0
275,15,Garry's Mod,111754806,45.0
276,15,Garry's Mod,145927933,480.0
277,15,Garry's Mod,158944454,23.0
278,15,Garry's Mod,240405101,3.3
279,15,Garry's Mod,12130111,123.0
280,15,Garry's Mod,194893507,10.3
281,15,Garry's Mod,131785763,167.0
282,15,Garry's Mod,197966478,234.0
283,15,Garry's Mod,86912006,1.8
284,15,Garry's Mod,209665002,207.0
285,15,Garry's Mod,118693973,8.5
286,15,Garry's Mod,145825155,3.6
287,15,Garry's Mod,12259303,0.9
288,15,Garry's Mod,126269125,313.0
289,15,Garry's Mod,164511211,122.0
290,15,Garry's Mod,148831715,19.7
291,15,Garry's Mod,24204083,3.4
292,15,Garry's Mod,168641975,204.0
293,15,Garry's Mod,109669093,15.3
294,15,Garry's Mod,192105970,1.3
295,15,Garry's Mod,71390526,1.6
296,15,Garry's Mod,58907890,21.0
297,15,Garry's Mod,163669475,15.8
298,15,Garry's Mod,181453879,11.5
299,15,Garry's Mod,176929122,4.1
300,15,Garry's Mod,182961604,35.0
301,15,Garry's Mod,204795948,122.0
302,15,Garry's Mod,122679931,7.2
303,15,Garry's Mod,223064225,109.0
304,15,Garry's Mod,110906645,28.0
305,15,Garry's Mod,101725007,2.4
306,15,Garry's Mod,188167163,197.0
307,15,Garry's Mod,30440303,1.2
308,15,Garry's Mod,298950,6.2
309,15,Garry's Mod,129501816,3.0
310,15,Garry's Mod,150137344,214.0
311,15,Garry's Mod,176590636,13.4
312,15,Garry's Mod,173940259,5.7
313,15,Garry's Mod,119211545,13.2
314,15,Garry's Mod,149505485,33.0
315,15,Garry's Mod,104408704,10.8
316,15,Garry's Mod,267633580,642.0
317,15,Garry's Mod,171383863,6.3
318,15,Garry's Mod,157341587,13.0
319,15,Garry's Mod,171252939,36.0
320,15,Garry's Mod,186642906,31.0
321,15,Garry's Mod,99723205,13.5
322,15,Garry's Mod,36546868,1.3
323,15,Garry's Mod,102927775,63.0
324,15,Garry's Mod,72989129,1.8
325,15,Garry's Mod,152959594,129.0
326,15,Garry's Mod,100311267,94.0
327,15,Garry's Mod,195105284,7.3
328,15,Garry's Mod,91736333,16.6
329,15,Garry's Mod,124878949,4.0
330,15,Garry's Mod,170215786,14.7
331,15,Garry's Mod,147395962,19.3
332,15,Garry's Mod,171067153,32.0
333,15,Garry's Mod,153945772,1.1
334,15,Garry's Mod,102921672,1.5
335,15,Garry's Mod,116494569,15.2
336,15,Garry's Mod,160725611,1.3
337,15,Garry's Mod,26729643,526.0
338,15,Garry's Mod,52321307,3.0
339,15,Garry's Mod,221738571,27.0
340,15,Garry's Mod,3527485,3.0
341,15,Garry's Mod,199768117,16.5
342,15,Garry's Mod,114617787,1.2
343,15,Garry's Mod,197949629,7.8
344,15,Garry's Mod,181593489,83.0
345,15,Garry's Mod,258602617,6.0
346,15,Garry's Mod,106834867,7.3
347,15,Garry's Mod,38049880,0.3
348,15,Garry's Mod,33282871,13.6
349,15,Garry's Mod,49893565,312.0
350,15,Garry's Mod,89523414,6.2
351,15,Garry's Mod,213231597,3.8
352,15,Garry's Mod,103260848,1759.0
353,15,Garry's Mod,162453723,229.0
354,15,Garry's Mod,200524998,1.6
355,15,Garry's Mod,106042595,64.0
356,15,Garry's Mod,33013552,0.8
357,15,Garry's Mod,181549899,1.9
358,15,Garry's Mod,50769696,0.3
359,15,Garry's Mod,155155363,6.1
360,15,Garry's Mod,154730370,20.0
361,15,Garry's Mod,148674157,72.0
362,15,Garry's Mod,145243748,63.0
363,15,Garry's Mod,216303146,14.3
364,15,Garry's Mod,86055705,220.0
365,15,Garry's Mod,198722652,277.0
366,15,Garry's Mod,58057627,61.0
367,15,Garry's Mod,119310413,10.0
368,15,Garry's Mod,173899197,3.2
369,15,Garry's Mod,39037163,536.0
370,15,Garry's Mod,25337857,10.3
371,15,Garry's Mod,108007732,111.0
372,15,Garry's Mod,145320311,0.7
373,15,Garry's Mod,182557942,6.0
374,15,Garry's Mod,55906572,671.0
375,15,Garry's Mod,84925352,4.6
376,15,Garry's Mod,129102620,37.0
377,15,Garry's Mod,172006888,10.9
378,15,Garry's Mod,101687527,218.0
379,15,Garry's Mod,64973908,3.1
380,15,Garry's Mod,80189887,53.0
381,15,Garry's Mod,142799594,1.0
382,15,Garry's Mod,54637394,73.0
383,15,Garry's Mod,131386705,4.5
384,15,Garry's Mod,168053527,29.0
385,15,Garry's Mod,117949868,62.0
386,15,Garry's Mod,188250158,15.7
387,15,Garry's Mod,104120883,32.0
388,15,Garry's Mod,138941587,15.0
389,15,Garry's Mod,151015947,11.6
390,15,Garry's Mod,127220350,303.0
391,15,Garry's Mod,139272740,0.2
392,15,Garry's Mod,37723786,176.0
393,15,Garry's Mod,253814117,19.4
394,15,Garry's Mod,49462664,5.9
395,15,Garry's Mod,203765587,12.3
396,15,Garry's Mod,293098247,7.4
397,15,Garry's Mod,88883891,21.0
398,15,Garry's Mod,33651880,86.0
399,15,Garry's Mod,258785172,4.9
400,15,Garry's Mod,125589748,3.1
401,15,Garry's Mod,209880903,3.3
402,15,Garry's Mod,242937979,0.3
403,15,Garry's Mod,124641717,0.7
404,15,Garry's Mod,186483761,249.0
405,15,Garry's Mod,975449,0.3
406,15,Garry's Mod,107818793,3.9
407,15,Garry's Mod,33580866,90.0
408,15,Garry's Mod,127344335,11.9
409,15,Garry's Mod,212426459,67.0
410,15,Garry's Mod,96588736,62.0
411,15,Garry's Mod,126522515,41.0
412,15,Garry's Mod,88603472,0.8
413,15,Garry's Mod,168539881,264.0
414,15,Garry's Mod,21979395,35.0
415,15,Garry's Mod,15196746,72.0
416,15,Garry's Mod,264438536,13.2
417,15,Garry's Mod,104870123,118.0
418,15,Garry's Mod,15221799,2.2
419,15,Garry's Mod,133439936,15.1
420,15,Garry's Mod,220602833,8.0
421,15,Garry's Mod,58435428,26.0
422,15,Garry's Mod,125017535,38.0
423,15,Garry's Mod,119619506,223.0
424,15,Garry's Mod,91859894,125.0
425,15,Garry's Mod,42771635,259.0
426,15,Garry's Mod,126200826,0.3
427,15,Garry's Mod,75368808,73.0
428,15,Garry's Mod,182390817,12.3
429,15,Garry's Mod,34919318,19.0
430,15,Garry's Mod,186247831,12.1
431,15,Garry's Mod,47384202,3.2
432,15,Garry's Mod,170485590,4.9
433,15,Garry's Mod,208982674,1.3
434,15,Garry's Mod,133997970,33.0
435,15,Garry's Mod,99264709,270.0
436,15,Garry's Mod,96607408,9.9
437,15,Garry's Mod,276057148,33.0
438,15,Garry's Mod,175447188,3.6
439,15,Garry's Mod,22301321,1.9
440,15,Garry's Mod,250086157,18.6
441,15,Garry's Mod,59756932,2.2
442,15,Garry's Mod,106796307,34.0
443,15,Garry's Mod,106980036,0.1
444,15,Garry's Mod,113752996,337.0
445,15,Garry's Mod,131444737,4.8
446,15,Garry's Mod,156675178,4.0
447,15,Garry's Mod,35039277,2.4
448,15,Garry's Mod,151662395,1.9
449,15,Garry's Mod,209087920,25.0
450,15,Garry's Mod,93275329,49.0
451,15,Garry's Mod,128925610,2.3
452,15,Garry's Mod,128937352,2.8
453,15,Garry's Mod,200115424,49.0
454,15,Garry's Mod,135554311,133.0
455,15,Garry's Mod,71527252,0.5
456,15,Garry's Mod,170172944,8.2
457,15,Garry's Mod,61541943,2.1
458,15,Garry's Mod,59536273,2.0
459,15,Garry's Mod,189278950,53.0
460,15,Garry's Mod,149143479,38.0
461,15,Garry's Mod,156615447,9.4
462,15,Garry's Mod,51557405,2.9
463,15,Garry's Mod,149920224,2.7
464,15,Garry's Mod,244445520,19.0
465,15,Garry's Mod,224033250,35.0
466,15,Garry's Mod,161991221,226.0
467,15,Garry's Mod,217680215,59.0
468,15,Garry's Mod,178574781,3.3
469,15,Garry's Mod,209559315,3.4
470,15,Garry's Mod,167167647,112.0
471,15,Garry's Mod,88525821,0.2
472,15,Garry's Mod,127272741,9.1
473,15,Garry's Mod,161240367,385.0
474,15,Garry's Mod,163281091,1.7
475,15,Garry's Mod,302942360,15.2
476,15,Garry's Mod,124525404,21.0
477,15,Garry's Mod,55136688,47.0
478,15,Garry's Mod,199642080,18.4
479,15,Garry's Mod,116912767,59.0
480,15,Garry's Mod,184554757,30.0
481,15,Garry's Mod,216678161,80.0
482,15,Garry's Mod,9946133,79.0
483,15,Garry's Mod,160883669,4.8
484,15,Garry's Mod,130312302,1.9
485,15,Garry's Mod,172145195,2.2
486,15,Garry's Mod,68325099,11.9
487,15,Garry's Mod,99171164,296.0
488,15,Garry's Mod,123625432,12.2
489,15,Garry's Mod,156071982,101.0
490,15,Garry's Mod,159277759,41.0
491,15,Garry's Mod,146145063,28.0
492,15,Garry's Mod,180901075,1.4
493,15,Garry's Mod,127335438,19.7
494,15,Garry's Mod,190191843,1.5
495,15,Garry's Mod,125246281,9.2
496,15,Garry's Mod,191244808,41.0
497,15,Garry's Mod,111212436,71.0
498,15,Garry's Mod,96400571,34.0
499,15,Garry's Mod,133422169,85.0
500,15,Garry's Mod,45617627,4.5
501,15,Garry's Mod,195780309,3.9
502,15,Garry's Mod,203968405,87.0
503,15,Garry's Mod,156965566,16.2
504,15,Garry's Mod,166863117,0.7
505,15,Garry's Mod,30913209,88.0
506,15,Garry's Mod,71510748,1.7
507,15,Garry's Mod,240551525,29.0
508,15,Garry's Mod,27279261,12.2
509,15,Garry's Mod,23608098,3.0
510,15,Garry's Mod,15841597,51.0
511,15,Garry's Mod,185130561,27.0
512,15,Garry's Mod,2643609,3.0
513,15,Garry's Mod,172434236,339.0
514,15,Garry's Mod,90272527,4.4
515,15,Garry's Mod,63157803,153.0
516,15,Garry's Mod,57368001,6.0
517,15,Garry's Mod,131610144,2.1
518,15,Garry's Mod,105788297,38.0
519,15,Garry's Mod,211454678,334.0
520,15,Garry's Mod,17530772,5.3
521,15,Garry's Mod,156565178,7.2
522,15,Garry's Mod,11940338,0.2
523,15,Garry's Mod,85210874,20.0
524,15,Garry's Mod,29302014,3.5
525,15,Garry's Mod,165101762,90.0
526,15,Garry's Mod,77194239,14.5
527,15,Garry's Mod,128207897,14.9
528,15,Garry's Mod,205606245,0.8
529,15,Garry's Mod,125153273,14.7
530,15,Garry's Mod,155042139,134.0
531,15,Garry's Mod,141402600,12.4
532,15,Garry's Mod,97614578,163.0
533,15,Garry's Mod,66229356,0.8
534,15,Garry's Mod,17567828,3.3
535,15,Garry's Mod,88775181,15.1
536,15,Garry's Mod,63990035,41.0
537,15,Garry's Mod,304213220,55.0
538,15,Garry's Mod,188949150,86.0
539,15,Garry's Mod,82352462,4.6
540,15,Garry's Mod,189441775,1.1
541,15,Garry's Mod,175001491,170.0
542,15,Garry's Mod,164820245,1.0
543,15,Garry's Mod,94936385,168.0
544,15,Garry's Mod,118852041,99.0
545,15,Garry's Mod,131348564,46.0
546,15,Garry's Mod,55751308,16.1
547,15,Garry's Mod,48798067,88.0
548,15,Garry's Mod,161139120,174.0
549,15,Garry's Mod,193196975,22.0
550,15,Garry's Mod,82203951,49.0
551,15,Garry's Mod,62990992,2.7
552,15,Garry's Mod,109780632,8.2
553,15,Garry's Mod,133228469,2.1
554,15,Garry's Mod,148264060,36.0
555,15,Garry's Mod,10302000,0.6
556,15,Garry's Mod,230944154,116.0
557,15,Garry's Mod,222050169,67.0
558,15,Garry's Mod,152078939,245.0
559,15,Garry's Mod,115487966,199.0
560,15,Garry's Mod,113546110,1.0
561,15,Garry's Mod,79211079,33.0
562,15,Garry's Mod,36557643,28.0
563,15,Garry's Mod,303615424,2.0
564,15,Garry's Mod,64023574,22.0
565,15,Garry's Mod,206494852,46.0
566,15,Garry's Mod,234348805,6.6
567,15,Garry's Mod,90711776,28.0
568,15,Garry's Mod,167118460,3.8
569,15,Garry's Mod,156733822,59.0
570,15,Garry's Mod,19696244,12.0
571,15,Garry's Mod,207424334,1.5
572,15,Garry's Mod,124400480,126.0
573,15,Garry's Mod,239511574,2.3
574,15,Garry's Mod,188266554,15.3
575,15,Garry's Mod,115996656,181.0
576,15,Garry's Mod,63895034,0.3
577,15,Garry's Mod,249643192,234.0
578,15,Garry's Mod,132748085,9.8
579,15,Garry's Mod,113580708,26.0
580,15,Garry's Mod,195946569,8.5
581,15,Garry's Mod,49228258,44.0
582,15,Garry's Mod,111182405,0.9
583,15,Garry's Mod,45532207,173.0
584,15,Garry's Mod,119937035,3667.0
585,15,Garry's Mod,124725852,75.0
586,15,Garry's Mod,159812802,0.2
587,15,Garry's Mod,122620165,0.3
588,15,Garry's Mod,126992940,22.0
589,15,Garry's Mod,135244036,101.0
590,15,Garry's Mod,270356700,6.0
591,15,Garry's Mod,14962163,1.7
592,15,Garry's Mod,21539893,6.0
593,15,Garry's Mod,126796140,4.1
594,15,Garry's Mod,248882404,17.7
595,15,Garry's Mod,185494712,407.0
596,15,Garry's Mod,105159791,13.9
597,15,Garry's Mod,108160472,23.0
598,15,Garry's Mod,163930591,72.0
599,15,Garry's Mod,161663718,425.0
600,15,Garry's Mod,85497862,103.0
601,15,Garry's Mod,154687199,22.0
602,15,Garry's Mod,165755355,68.0
603,15,Garry's Mod,95699780,1.5
604,15,Garry's Mod,72978546,10.6
605,15,Garry's Mod,129117376,87.0
606,15,Garry's Mod,123734483,13.4
607,15,Garry's Mod,220561138,3.2
608,15,Garry's Mod,191052911,4.2
609,15,Garry's Mod,231255153,7.0
610,15,Garry's Mod,181666776,386.0
611,15,Garry's Mod,95084569,3.4
612,15,Garry's Mod,82287546,0.4
613,15,Garry's Mod,114727578,1.7
614,15,Garry's Mod,101596530,454.0
615,15,Garry's Mod,108114779,158.0
616,15,Garry's Mod,155919035,152.0
617,15,Garry's Mod,33659046,101.0
618,15,Garry's Mod,156818121,372.0
619,15,Garry's Mod,86433707,17.2
620,15,Garry's Mod,86738567,9.6
621,15,Garry's Mod,151256632,71.0
622,15,Garry's Mod,31187179,392.0
623,15,Garry's Mod,2753525,19.0
624,15,Garry's Mod,129391396,1.3
625,15,Garry's Mod,181894864,0.4
626,15,Garry's Mod,150995572,104.0
627,15,Garry's Mod,127594108,13.2
628,15,Garry's Mod,40212239,2.3
629,15,Garry's Mod,112626210,48.0
630,15,Garry's Mod,103731895,446.0
631,15,Garry's Mod,143235127,186.0
632,15,Garry's Mod,127072755,11.7
633,15,Garry's Mod,165065938,14.8
634,15,Garry's Mod,163162333,111.0
635,15,Garry's Mod,296283194,4.9
636,15,Garry's Mod,236394893,666.0
637,15,Garry's Mod,168732483,23.0
638,15,Garry's Mod,137610845,176.0
639,15,Garry's Mod,210170887,18.9
640,15,Garry's Mod,80494893,0.4
641,15,Garry's Mod,50797633,1.8
642,15,Garry's Mod,116876958,5.4
643,15,Garry's Mod,123165817,34.0
644,15,Garry's Mod,187463594,5.9
645,15,Garry's Mod,19085114,14.3
646,15,Garry's Mod,181819729,3.3
647,15,Garry's Mod,102295765,5.2
648,15,Garry's Mod,93259090,2.7
649,15,Garry's Mod,65145468,1.4
650,15,Garry's Mod,86481908,71.0
651,15,Garry's Mod,300708628,5.4
652,15,Garry's Mod,132300630,311.0
653,15,Garry's Mod,86041729,446.0
654,15,Garry's Mod,58297398,29.0
